,Country,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
247,Venezuela,442.021295497,442.021295497,442.021295497,442.021295497,442.021295497,442.021295497,442.021295497,442.021295497,442.021295497,442.021295497,442.021295497,442.021295497,442.021295497,442.021295497,442.021295497,442.021295497,442.021295497,442.021295497,442.021295497,442.021295497,442.021295497,443.916960883,445.820756074,447.732715937,449.652875486,451.581269888,453.517934458,455.462904664,457.416216125,459.377904615,461.34800606,463.326556538,465.313592286,467.309149693,469.313265306,471.325975827,473.347318117,475.377329194,477.416046236,479.463506579,481.519747721,483.584807317,485.658723189,487.741533316,489.833275843,491.933989079,494.043711494,496.162481726,498.290338578,500.427321018,502.573468184,504.728819378,506.893414075,509.067291915,511.250492711,513.443056446,515.645023273,517.856433519,520.077327683,522.307746439,524.547730634,526.79732129,529.056559605,531.325486956,533.604144895,535.892575152,538.190819639,540.498920443,542.816919835,545.144860267,547.482784372,563.383152784,579.745310539,596.582669239,613.909029994,631.738594734,650.085977853,668.966218186,688.394791335,708.387622356,728.961098811,750.1320842,771.917931786,794.336498816,815.525835855,862.032229965,806.948234263,886.704253778,908.941689845,873.069980341,919.469881533,821.923226098,703.105731466,975.197955971,827.811834919,947.675421435,834.766795576,755.725403658,843.256562399,827.484938052,789.75838791,766.21071422,823.699115973,879.476231141,842.995992401,828.112433622,768.55673735,762.147140721,809.473586428,832.276926071,851.812886894,902.580058909,926.215883194,1063.8158883,920.710447641,942.833775589,886.431138996,1029.63006944,1017.9076974,946.346317275,1129.91634516,1121.98346573,1163.90656197,1340.44845666,1599.94322437,2055.03471418,2450.58191937,2590.02489199,2939.61784353,3252.30388878,3257.5657009,2722.10802918,2801.41639761,2731.06021306,2884.15883805,3178.74997307,3284.70307326,3621.16906196,3768.75120696,3938.31020248,3733.6945482,3706.05133252,3329.97505285,3495.20760754,4323.891593,4995.40807506,5771.32779138,6851.02122196,7910.56201569,7731.65208628,7375.06965108,7511.88341663,7689.79976104,7730.24766238,8114.82000706,8388.41806131,8992.66516563,9802.46652575,9064.53297819,9031.52624681,8714.11036837,8309.32679579,8422.97416451,8356.60399354,9244.18875686,9424.82430139,9259.59940152,9541.47418802,9904.45846692,9897.56572268,10325.6696035,10428.9280692,10505.2596559,10971.9851309,11419.9993044,11863.6652741,12688.9234117,13143.9509511,13043.4140457,12806.9771039,12124.5363813,11729.2697695,11152.4101071,10042.7609433,9500.51580509,9268.84009541,9411.91649811,9883.58464841,10350.5201603,9427.01779681,9701.14394009,10243.3372208,10733.9263057,10534.8365406,9912.06969063,9935.40957924,9725.53455999,10165.4951811,10014.5084467,9245.23266205,9434.23747579,9604.5203644,8605.04783117,7810.97081607,9121.43034728,9876.0,10707.2495007,11453.175621,11862.3220002,11299.3192243,10956.6035527,11241.0841482,11685.1771942
248,West Bank and Gaza,735.447084207,735.620625347,735.794207437,735.967830487,736.141494506,736.315199504,736.488945491,736.662732476,736.836560469,737.010429479,737.184339517,737.358290592,737.532282714,737.706315892,737.880390136,738.054505455,738.228661861,738.402859361,738.577097966,738.751377686,738.92569853,743.227821418,747.554991833,751.907355605,756.285059413,760.68825079,765.117078128,769.571690682,774.052238579,778.558872817,783.091745274,787.651008712,792.236816783,796.849324034,801.48868591,806.155058763,810.848599855,815.569467362,820.317820382,825.09381894,829.897623991,834.729397429,839.58930209,844.477501756,849.394161166,854.339446015,859.313522965,864.316559647,869.348724669,874.410187619,879.501119074,884.621690604,889.772074776,894.952445165,900.162976353,905.403843942,910.675224552,915.977295836,921.310236478,926.674226205,932.069445787,937.496077049,942.954302874,948.444307209,953.966275075,959.520392565,965.10684686,970.725826229,976.377520037,982.062118752,987.779813951,993.530798325,999.315265689,1005.13341098,1010.98543029,1016.87152082,1022.79188095,1028.7467102,1034.73620925,1040.76057995,1046.82002533,1052.9147496,1059.04495817,1065.21085761,1071.41265573,1077.65056155,1083.92478527,1090.23553835,1096.58303346,1102.96748453,1109.38910672,1115.84811644,1122.34473136,1128.87917044,1135.45165388,1142.06240318,1148.71164114,1155.39959184,1162.12648067,1168.89253434,1175.69798086,1182.54304959,1189.42797122,1196.35297776,1203.31830261,1210.32418049,1217.37084753,1224.45854118,1231.58750033,1238.75796521,1245.97017749,1253.22438022,1260.52081787,1267.85973635,1271.39513384,1274.9403897,1278.49553143,1282.06058659,1285.63558282,1289.22054785,1292.81550947,1296.42049556,1300.03553406,1303.66065302,1307.29588054,1310.9412448,1314.59677408,1318.26249672,1321.93844114,1325.62463585,1329.32110942,1333.02789053,1336.74500791,1340.47249038,1344.21036685,1347.95866631,1351.71741781,1355.4866505,1359.26639361,1363.05667645,1366.8575284,1370.66897894,1374.49105762,1378.32379408,1382.16721804,1386.02135929,1389.88624773,1393.76191332,1397.64838611,1401.54569625,1405.45387394,1461.2096867,1515.5923293,1570.89747109,1633.3096029,1694.3473879,1757.70891448,1827.06774217,1895.34460002,1965.95964361,2039.71719099,2118.83252951,2198.95631233,2282.59691431,2368.28811313,2457.42354786,2552.0701855,2649.71500738,2750.95740703,2840.53649556,2931.07465948,3029.87280057,3133.40927653,3233.64236767,3340.30869102,3448.52782726,3565.13812477,3682.83149428,3806.21491164,3931.92742086,4062.85359068,4199.87024469,4336.03208214,4482.74065146,4631.30208373,4784.28469487,4945.40679354,5107.19738394,5276.33083131,5452.69248605,5635.47665929,5821.77495324,6017.65475648,6218.71380779,6431.12182467,6647.75119448,6875.60828845,7110.66761899,7477.11990585,7864.93928874,7586.31729872,5852.62761182,4515.48757532,3793.9717374,3664.45253019,3542.0,3281.94558263,3373.94907741,3521.30466286,3681.70084629,3934.95742935,4206.00008813,4328.3911576
249,West Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,Western Sahara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,Vietnam,459.708985793,459.708985793,459.708985793,459.708985793,459.708985793,459.708985793,459.708985793,459.708985793,459.708985793,459.708985793,459.708985793,459.708985793,459.708985793,459.708985793,459.708985793,459.708985793,459.708985793,459.708985793,459.708985793,459.708985793,459.708985793,459.322966409,458.937271167,458.551899795,458.16685202,457.782127572,457.397726178,457.013647568,456.629891469,456.246457613,455.863345727,455.480555541,455.098086786,454.715939192,454.334112488,453.952606405,453.571420675,453.190555028,452.810009195,452.429782908,452.049875898,451.670287898,451.291018639,450.912067854,450.533435275,450.155120636,449.777123669,449.399444107,449.022081685,448.645036135,448.268307191,447.891894589,447.515798061,447.140017343,446.76455217,446.389402276,446.014567397,445.640047268,445.265841625,444.891950204,444.518372741,444.145108973,443.772158635,443.399521466,443.027197201,442.655185578,442.283486335,441.912099209,441.541023939,441.170260261,440.799807916,444.544270751,448.320541681,452.128890906,455.969590921,459.842916537,463.749144898,467.688555503,471.661430226,475.668053334,479.70871151,483.783693871,487.893291992,492.037799922,496.217514211,500.432733925,504.683760673,508.970898624,513.294454534,517.65473776,522.052060292,526.486736766,530.959084493,535.46942348,540.018076451,544.605368872,549.231628973,553.897187772,558.602379102,563.347539628,568.133008877,572.959129259,577.826246094,582.734707634,587.68486509,592.677072656,597.711687536,602.789069967,607.909583247,613.073593759,618.281471,623.533587604,628.830319371,634.172045294,632.464013167,630.760581327,629.061737384,627.367468983,625.677763799,623.992609541,622.311993954,620.635904813,618.964329926,617.297257136,615.634674316,613.976569374,612.322930249,610.673744914,609.029001372,607.388687662,605.752791851,604.121302041,602.494206365,600.871492988,599.253150108,597.639165953,596.029528783,594.424226891,592.823248601,591.226582268,589.634216277,588.046139048,586.462339028,584.882804698,583.307524569,581.736487184,580.169681114,578.607094964,577.048717368,575.494536992,573.944542529,589.866068293,605.066491716,621.185183268,638.49040511,654.193881365,665.986810957,676.285447835,684.597519053,690.410226903,696.952417158,708.203697754,772.049160159,769.505129644,780.901834099,764.656055402,749.361167195,637.123288667,609.88314937,644.573681625,641.057841899,657.680732699,699.501644075,729.165805003,683.260559781,619.168907312,705.877155888,713.537119567,702.650927528,693.390006804,660.361357207,668.826597113,707.23578633,729.505015679,777.061359174,805.21882039,809.926032764,820.799444949,851.423952425,868.799373074,893.884758182,927.114195975,989.023148716,1049.36356215,1121.67268009,1208.14306763,1300.38084894,1385.89676868,1445.95312496,1495.62897887,1577.53177701,1666.5070325,1764.45667714,1872.1339594,1996.86921593,2142.0,2289.34057898,2453.80166464,2577.73250955,2682.75019287,2830.77570022,2961.8346049,3073.64961158
252,Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,Yemen Arab Republic (Former),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,Yemen Democratic (Former),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,"Yemen, Rep.",661.902375786,662.058562813,662.214786694,662.371047439,662.527345056,662.683679554,662.840050942,662.996459228,663.152904422,663.309386531,663.465905565,663.622461533,663.779054442,663.935684302,664.092351122,664.24905491,664.405795675,664.562573425,664.719388169,664.876239917,665.033128677,665.791939351,666.551615837,667.312159123,668.073570198,668.835850052,669.598999677,670.363020064,671.127912207,671.893677102,672.660315743,673.427829128,674.196218255,674.965484123,675.735627732,676.506650084,677.278552182,678.05133503,678.824999632,679.599546994,680.374978124,681.15129403,681.928495722,682.70658421,683.485560506,684.265425624,685.046180577,685.82782638,686.61036405,687.393794606,688.178119065,688.963338447,689.749453774,690.536466068,691.324376352,692.113185651,692.902894991,693.693505399,694.485017902,695.277433531,696.070753315,696.864978286,697.660109478,698.456147923,699.253094658,700.050950719,700.849717143,701.649394969,702.449985236,703.251488987,704.053907263,704.857241107,705.661491565,706.466659683,707.272746506,708.079753085,708.887680467,709.696529704,710.506301848,711.316997951,712.128619068,712.941166255,713.754640567,714.569043063,715.384374802,716.200636845,717.017830252,717.835956086,718.655015411,719.475009293,720.295938798,721.117804993,721.940608947,722.76435173,723.589034413,724.414658069,725.241223772,726.068732595,726.897185616,727.726583912,728.556928561,729.388220643,730.220461239,731.053651432,731.887792304,732.722884941,733.558930429,734.395929854,735.233884306,736.072794874,736.912662648,737.753488722,738.595274188,739.438020141,740.281727678,741.126397894,741.97203189,742.818630764,743.666195617,744.514727551,745.364227671,746.21469708,747.066136886,747.918548193,748.771932113,749.626289753,750.481622226,751.337930643,752.195216118,753.053479766,753.912722703,754.772946047,755.634150915,756.496338429,757.359509708,758.223665876,759.088808057,759.954937375,760.822054957,761.69016193,762.559259424,763.429348568,764.300430494,765.172506335,766.045577225,766.919644299,767.794708694,768.670771548,769.547834,770.425897191,771.304962262,776.627574093,781.71757607,787.315450633,792.085285896,797.171727349,800.967247825,804.830454706,808.396234132,811.991785351,815.92167659,820.538040333,825.623200644,832.918691667,837.042020707,843.337147739,852.700066699,862.442146274,870.252511642,880.65614634,1041.09739137,1196.789514,1265.04703142,1388.20010145,1435.53564591,1509.67150241,1695.13892718,1829.76517652,1930.82663389,1982.41540072,1938.73866926,2000.30126563,1977.55701043,2032.19035802,2050.33237717,1973.81512953,1955.75275108,1971.74153753,1989.88648979,1991.57555062,1923.29975919,1859.23787651,1879.4966727,1861.88882713,1834.92223976,1970.60149016,2022.92845236,2117.48452587,2149.79664447,2158.60303587,2217.07380412,2225.10356764,2234.82082747,2239.82822428,2250.89756707,2276.0,2277.83891519,2283.39197904,2295.80616984,2313.15737579,2418.76107565,2102.2164614,2043.78777613
256,Yugoslavia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,Zambia,364.464810616,364.464810616,364.464810616,364.464810616,364.464810616,364.464810616,364.464810616,364.464810616,364.464810616,364.464810616,364.464810616,364.464810616,364.464810616,364.464810616,364.464810616,364.464810616,364.464810616,364.464810616,364.464810616,364.464810616,364.464810616,366.17382043,367.890843953,369.615918761,371.349082607,373.090373421,374.839829313,376.597488567,378.363389651,380.137571212,381.920072077,383.710931256,385.510187943,387.317881514,389.13405153,390.958737738,392.791980072,394.633818652,396.484293786,398.343445972,400.211315898,402.087944442,403.973372674,405.867641857,407.770793446,409.682869092,411.603910641,413.533960134,415.473059811,417.42125211,419.378579665,421.345085314,423.320812092,425.30580324,427.300102198,429.303752612,431.316798331,433.339283411,435.371252114,437.412748909,439.463818476,441.5245057,443.594855681,445.674913728,447.764725363,449.864336322,451.973792554,454.093140225,456.222425717,458.361695629,460.510996779,462.670376204,464.839881163,467.019559135,469.209457822,471.40962515,473.620109271,475.840958559,478.072221618,480.313947281,482.566184606,484.828982884,487.102391636,489.386460615,491.68123981,493.98677944,496.303129962,498.63034207,500.968466695,503.317555006,505.677658414,508.048828569,510.431117364,512.824576935,515.229259664,517.645218176,520.072505345,522.511174293,524.961278388,527.422871253,529.896006758,532.380739029,534.877122443,537.385211634,539.905061491,542.436727162,544.980264051,547.535727824,550.103174408,552.68265999,555.274241023,557.877974224,560.493916575,563.122125325,572.843910084,582.733532501,592.793890138,603.027930583,613.438652309,624.029105555,634.802393221,645.761671774,656.910152176,668.251100823,679.787840501,691.523751362,703.462271913,715.606900024,727.961193952,740.528773384,753.313320498,766.318581041,779.548365428,793.006549854,806.697077438,820.623959369,834.791276087,849.203178478,863.863889087,878.777703361,893.948990899,909.382196741,925.081842666,941.052528515,957.298933543,973.825817789,990.638023466,1007.74047639,1025.13818741,1042.83625388,1060.83986116,1103.66024977,1147.38883061,1192.69286588,1239.05830574,1180.9388397,1289.23965718,1311.95676587,1245.61903283,1468.11142917,1540.59865717,1505.52631918,1452.7257655,1447.57919339,1599.10776654,1841.71908605,1695.3795185,1777.07731786,1753.08087044,1695.4122414,1722.47809622,1672.75585627,1773.4982654,1704.46344499,1788.69346068,1670.51818251,1718.94477282,1588.68829908,1552.52125416,1461.38146203,1461.60194219,1502.69126287,1408.67856477,1329.49799327,1279.19876557,1258.78875991,1223.73534393,1213.31511626,1249.78766516,1226.43090024,1299.9911252,1264.80735812,1210.88463258,1261.30246168,1067.9329346,1017.79173926,1060.55487896,1071.35381795,1027.2290827,1025.58304944,1035.90357846,1059.72657181,1071.61393753,1105.234654,1140.76490203,1175.0,1218.9647554,1263.45062655,1302.85927026,1352.52223234,1420.23181381,1480.68630672,1550.92385858
258,Zimbabwe,372.818337532,372.818337532,372.818337532,372.818337532,372.818337532,372.818337532,372.818337532,372.818337532,372.818337532,372.818337532,372.818337532,372.818337532,372.818337532,372.818337532,372.818337532,372.818337532,372.818337532,372.818337532,372.818337532,372.818337532,372.818337532,372.974627961,373.130983908,373.287405402,373.443892471,373.60044514,373.757063439,373.913747394,374.070497033,374.227312384,374.384193473,374.54114033,374.69815298,374.855231453,375.012375775,375.169585974,375.326862077,375.484204113,375.641612108,375.799086091,375.95662609,376.114232131,376.271904242,376.429642452,376.587446788,376.745317278,376.903253949,377.061256829,377.219325946,377.377461328,377.535663002,377.693930997,377.852265339,378.010666058,378.16913318,378.327666734,378.486266747,378.644933247,378.803666263,378.962465821,379.12133195,379.280264679,379.439264033,379.598330043,379.757462735,379.916662138,380.075928279,380.235261187,380.394660889,380.554127413,380.713660788,380.873261042,381.032928202,381.192662297,381.352463355,381.512331403,381.67226647,381.832268584,381.992337773,382.152474065,382.312677489,382.472948071,382.633285842,382.793690828,382.954163058,383.11470256,383.275309363,383.435983494,383.596724981,383.757533854,383.91841014,384.079353867,384.240365064,384.40144376,384.562589981,384.723803757,384.885085117,385.046434087,385.207850697,385.369334975,385.53088695,385.692506649,385.854194101,386.015949335,386.177772379,386.339663262,386.501622011,386.663648655,386.825743223,386.987905743,387.150136244,387.312434754,387.474801302,387.637235916,387.799738625,387.962309458,388.124948442,388.287655606,388.45043098,388.613274591,388.776186468,388.93916664,389.102215136,389.265331983,389.428517212,389.59177085,389.755092926,389.918483469,390.081942507,390.24547007,390.409066185,390.572730882,390.73646419,390.900266137,391.064136751,391.228076063,391.3920841,391.556160891,391.720306466,391.884520852,392.04880408,392.213156177,392.377577173,392.542067096,392.706625976,392.871253841,393.03595072,393.200716642,393.365551636,393.530455732,393.695428957,405.391100591,406.884114845,426.643797404,433.716536619,454.051568063,500.895654251,518.764268141,509.09218097,519.596476945,526.779077421,536.659475686,527.272181758,506.086053755,535.485474891,552.373449337,543.321397803,569.795071236,561.221744241,609.817046256,720.258528393,760.021804569,799.36217575,804.189099545,801.618037413,787.307807682,762.171585954,685.587682142,692.000704122,679.952566751,727.54543977,790.304099523,788.855041129,771.843260029,728.371344242,749.908751284,742.303597482,706.157305858,744.45897518,768.278533432,761.502579055,782.088366596,693.4207856,686.671312557,719.986722579,717.360428686,781.496598086,792.449960308,806.314016634,792.759183734,745.768974119,719.963252243,672.038622732,598.242101377,571.743058786,538.0,520.168581324,499.683552926,408.134473317,441.142789367,479.824780069,526.332686078,545.344601006
